iter	RMSE
1666	13155.64353
1667	13148.0116
1668	13143.16405
1669	13138.64124
1670	13135.1331
1671	13131.90491
1672	13126.94025
1673	13123.02273
1674	13119.19999
1675	13116.87144
1676	13112.5819
1677	13109.84382
1678	13107.4098
1679	13104.19626
1680	13097.77927
1681	13095.52159
1682	13088.99193
1683	13085.10265
1684	13080.89526
1685	13077.7557
1686	13073.39032
1687	13069.70509
1688	13066.77768
1689	13062.86901
1690	13056.62021
1691	13053.60259
1692	13048.68149
1693	13046.17029
1694	13043.67817
1695	13041.36343
1696	13038.38096
1697	13035.27752
1698	13032.84726
1699	13029.65411
1700	13021.95804
1701	13018.00644
1702	13011.8499
1703	13009.24604
1704	13007.10886
1705	13002.29069
1706	12996.70577
1707	12993.35536
1708	12989.65609
1709	12986.60163
1710	12984.08295
1711	12980.7889
1712	12977.51407
1713	12970.41187
1714	12965.39984
1715	12959.64717
1716	12956.11658
1717	12953.00873
1718	12948.8209
1719	12945.30025
1720	12942.94663
1721	12938.51876
1722	12936.01628
1723	12930.95608
1724	12925.4526
1725	12921.14145
1726	12916.8428
1727	12912.63284
1728	12908.45461
1729	12903.08128
1730	12898.43406
1731	12894.83777
1732	12892.23585
1733	12889.2217
1734	12883.15897
1735	12879.00633
1736	12874.29928
1737	12869.79512
1738	12866.56136
1739	12863.70365
1740	12859.49965
1741	12854.66501
1742	12849.90979
1743	12845.25134
1744	12840.25759
1745	12835.26186
1746	12833.00323
1747	12826.92523
1748	12823.75637
1749	12820.89376
1750	12817.10386
1751	12814.31286
1752	12810.7053
1753	12805.40306
1754	12800.69553
1755	12796.25255
1756	12792.82253
1757	12787.63767
1758	12785.42793
1759	12783.41399
1760	12781.36788
1761	12776.79304
1762	12773.41257
1763	12771.67458
1764	12769.52708
1765	12766.34419
1766	12760.114
1767	12756.9402
1768	12753.43641
1769	12750.41024
1770	12747.28017
1771	12743.2243
1772	12739.77921
1773	12735.30222
1774	12731.94938
1775	12727.23334
1776	12723.61922
1777	12719.08035
1778	12713.71529
1779	12710.04007
1780	12705.93713
1781	12702.52069
1782	12698.53793
1783	12695.34001
1784	12691.16126
1785	12687.51873
1786	12685.48912
1787	12683.5288
1788	12681.15209
1789	12677.6644
1790	12672.72604
1791	12667.85086
1792	12662.24916
1793	12655.7838
1794	12651.49085
1795	12645.8449
1796	12642.62077
1797	12636.76616
1798	12633.34805
1799	12629.095
1800	12621.90531
1801	12617.60247
1802	12613.17213
1803	12611.22308
1804	12607.23126
1805	12602.46214
1806	12598.97988
1807	12594.26973
1808	12593.42963
1809	12592.10019
1810	12588.65343
1811	12584.26741
1812	12581.34697
1813	12575.65371
1814	12571.08386
1815	12567.8838
1816	12564.95741
1817	12560.70227
1818	12557.34863
1819	12555.87965
1820	12551.48289
1821	12549.35006
1822	12545.60753
1823	12542.20565
1824	12537.49465
1825	12535.30361
1826	12534.59496
1827	12534.20422
1828	12531.16411
1829	12527.69972
1830	12523.77168
1831	12521.67449
1832	12518.36
1833	12515.4998
1834	12511.12802
1835	12508.31169
1836	12505.11156
1837	12498.71237
1838	12492.47706
1839	12487.02777
1840	12486.64874
1841	12483.09263
1842	12479.73538
1843	12477.80792
1844	12473.24587
1845	12469.41238
1846	12463.61644
1847	12458.43724
1848	12456.08934
1849	12449.14524
1850	12445.18513
1851	12443.74118
1852	12440.34415
1853	12436.8721
1854	12433.309
1855	12429.61821
1856	12422.8526
1857	12417.56776
1858	12415.53052
1859	12414.58473
1860	12409.96933
1861	12405.33021
1862	12402.01237
1863	12396.5152
1864	12394.01713
1865	12393.14682
1866	12391.44627
1867	12387.78022
1868	12383.76575
1869	12381.33087
1870	12376.23181
1871	12372.94463
1872	12371.60776
1873	12365.40164
1874	12360.95251
1875	12358.966
1876	12358.33687
1877	12354.40609
1878	12350.05438
1879	12348.50444
1880	12345.37749
1881	12342.44562
1882	12339.60383
1883	12334.93826
1884	12333.01984
1885	12329.64708
1886	12326.35384
1887	12323.23363
1888	12321.32525
1889	12317.44369
1890	12312.54933
1891	12308.25169
1892	12304.60663
1893	12302.22084
1894	12300.49276
1895	12297.79003
1896	12294.79986
1897	12291.85975
1898	12288.03656
1899	12285.53129
1900	12282.29494
1901	12280.14152
1902	12276.9763
1903	12272.70532
1904	12268.69028
1905	12262.2098
1906	12258.7801
1907	12257.03004
1908	12251.21236
1909	12248.42295
1910	12244.6472
1911	12241.37414
1912	12240.30891
1913	12234.86535
1914	12232.42185
1915	12231.84781
1916	12228.02675
1917	12223.56425
1918	12219.45593
1919	12215.79056
1920	12211.16858
1921	12207.20068
1922	12203.40002
1923	12199.1309
1924	12196.77708
1925	12192.47417
1926	12188.39602
1927	12185.14985
1928	12181.82444
1929	12179.22254
1930	12177.93768
1931	12173.72635
1932	12169.72997
1933	12167.16606
1934	12164.05768
1935	12160.44604
1936	12158.98836
1937	12155.51737
1938	12150.92421
1939	12146.13998
1940	12142.11408
1941	12141.29069
1942	12137.31219
1943	12134.35073
1944	12133.31912
1945	12129.23447
1946	12124.64605
1947	12124.02395
1948	12121.95198
1949	12119.47858
1950	12116.35929
1951	12115.76455
1952	12109.31454
1953	12106.54072
1954	12103.96447
1955	12098.5444
1956	12095.0103
1957	12090.35024
1958	12087.28676
1959	12087.01887
1960	12086.68537
1961	12084.63599
1962	12081.41744
1963	12077.70409
1964	12073.02848
1965	12072.00686
1966	12071.17723
1967	12069.73666
1968	12066.87376
1969	12064.42348
1970	12063.37981
1971	12059.28441
1972	12057.41837
1973	12054.31822
1974	12050.50689
1975	12045.57209
1976	12041.11963
1977	12036.54817
1978	12032.76901
1979	12028.3705
1980	12027.79874
1981	12025.41186
1982	12021.02483
1983	12018.49996
1984	12015.90378
1985	12012.84475
1986	12007.19893
1987	12005.53778
1988	12002.79698
1989	12000.55523
1990	11996.94299
1991	11993.38132
1992	11988.51137
1993	11986.30749
1994	11984.02727
1995	11981.29548
1996	11977.88903
1997	11975.92657
1998	11974.94073
1999	11974.10075
2000	11971.94764
2001	11966.80949
2002	11963.11846
2003	11958.70108
2004	11954.24712
2005	11949.21168
2006	11945.18726
2007	11942.94063
2008	11938.56092
2009	11934.59562
2010	11929.03944
2011	11927.14599
2012	11924.03813
2013	11920.8479
2014	11917.87983
2015	11916.8512
2016	11911.96988
2017	11909.05267
2018	11906.9325
2019	11903.66572
2020	11901.83456
2021	11899.30084
2022	11898.3553
2023	11895.1207
2024	11891.33919
2025	11890.53141
2026	11888.45016
2027	11885.03132
2028	11882.10135
2029	11879.26597
2030	11876.45099
2031	11875.11674
2032	11872.67297
2033	11871.3228
2034	11867.88303
2035	11864.74681
2036	11859.92672
2037	11857.72506
2038	11854.57226
2039	11852.27409
2040	11849.16686
2041	11845.78918
2042	11842.69792
2043	11839.30478
2044	11836.65821
2045	11835.75556
2046	11831.20201
2047	11828.8116
2048	11827.0009
2049	11822.76922
2050	11820.01902
2051	11818.86181
2052	11815.86887
2053	11814.93909
2054	11812.32335
2055	11809.09292
2056	11804.04021
2057	11803.2489
2058	11797.87081
2059	11796.36145
2060	11792.90249
2061	11790.23657
2062	11787.18004
2063	11782.95677
2064	11779.92744
2065	11776.10248
2066	11770.82097
2067	11766.43895
2068	11764.06347
2069	11761.97688
2070	11758.04676
2071	11757.23957
2072	11754.78658
2073	11753.4959
2074	11748.79335
2075	11745.38735
2076	11742.46519
2077	11740.00556
2078	11735.02948
2079	11731.37376
2080	11728.49295
2081	11725.97791
2082	11722.5289
2083	11719.95146
2084	11718.2212
2085	11714.41422
2086	11713.42722
2087	11712.67175
2088	11707.21903
2089	11705.69395
2090	11703.00537
2091	11700.78794
2092	11695.93392
2093	11690.63451
2094	11688.1594
2095	11684.42868
2096	11681.36111
2097	11678.40377
2098	11677.51474
2099	11673.94275
2100	11670.75976
2101	11666.90411
2102	11664.83635
2103	11661.86884
2104	11659.69279
2105	11657.45521
2106	11655.53137
2107	11653.00427
2108	11650.94677
2109	11650.04086
2110	11646.35601
2111	11641.75897
2112	11639.52575
2113	11636.30237
2114	11631.67581
2115	11629.09463
2116	11626.67958
2117	11624.0604
2118	11623.32485
2119	11620.70072
2120	11618.598
2121	11615.75208
2122	11615.05159
2123	11610.92836
2124	11607.61042
2125	11604.41917
2126	11601.09124
2127	11598.48983
2128	11595.02888
2129	11590.54757
2130	11586.50225
2131	11584.41416
2132	11581.57374
2133	11577.59154
2134	11573.16408
2135	11570.03826
2136	11568.98981
2137	11565.51788
2138	11562.30054
2139	11560.64702
2140	11558.18115
2141	11555.06709
2142	11551.06368
2143	11547.81658
2144	11544.10276
2145	11541.37283
2146	11537.89625
2147	11536.6158
2148	11532.33549
2149	11530.73543
2150	11528.77552
2151	11525.25147
2152	11520.9407
2153	11518.02292
2154	11514.07786
2155	11509.79316
2156	11506.53044
2157	11502.56371
2158	11501.13798
2159	11498.81349
2160	11495.89295
2161	11492.55427
2162	11491.05054
2163	11487.84799
2164	11484.27815
2165	11481.05716
2166	11479.47123
2167	11477.92111
2168	11476.87481
2169	11474.22395
2170	11473.34883
2171	11470.2111
2172	11467.65789
2173	11465.03298
2174	11462.02322
2175	11458.57899
2176	11455.75894
2177	11453.15744
2178	11449.6148
2179	11446.84233
2180	11442.27841
2181	11441.49408
2182	11438.03319
2183	11435.57237
2184	11433.89273
2185	11430.37362
2186	11428.10893
2187	11424.72249
2188	11421.8602
2189	11416.7564
2190	11414.16809
2191	11411.83844
2192	11409.8569
2193	11408.2765
2194	11404.29067
2195	11400.05381
2196	11397.24309
2197	11393.45358
2198	11389.1203
2199	11385.33607
2200	11381.50877
2201	11379.33378
2202	11375.75957
2203	11372.98381
2204	11370.85557
2205	11367.23671
2206	11363.88313
2207	11360.01057
2208	11359.73492
2209	11358.12114
2210	11354.3855
2211	11351.75919
2212	11347.62797
2213	11343.8327
2214	11341.73088
2215	11337.46326
2216	11333.82406
2217	11330.99196
2218	11326.95784
2219	11326.12537
2220	11325.86201
2221	11325.29621
2222	11321.94408
2223	11320.77454
2224	11317.29531
2225	11315.25202
2226	11310.57541
2227	11307.01911
2228	11305.3204
2229	11301.65569
2230	11299.01872
2231	11296.95282
2232	11293.97443
2233	11292.08678
2234	11289.45143
2235	11286.10227
2236	11282.37631
2237	11277.98159
2238	11275.33829
2239	11272.94776
2240	11270.55747
2241	11267.88187
2242	11265.64686
2243	11261.67608
2244	11259.82533
2245	11257.54887
2246	11257.28351
2247	11254.01621
2248	11250.68427
2249	11248.42304
2250	11243.28461
2251	11241.71477
2252	11239.17264
2253	11236.69252
2254	11235.47921
2255	11232.18876
2256	11227.87825
2257	11224.07957
2258	11222.29685
2259	11220.06917
2260	11216.50888
2261	11214.37166
2262	11213.6174
2263	11210.74495
2264	11207.48887
2265	11203.97741
2266	11200.23469
2267	11199.71306
2268	11196.02509
2269	11192.09138
2270	11187.78442
2271	11184.26557
2272	11180.97545
2273	11177.27602
2274	11175.11541
2275	11172.03002
2276	11171.83557
2277	11169.86283
2278	11167.01818
2279	11165.81657
2280	11163.50038
2281	11160.29481
2282	11157.03539
2283	11154.96849
2284	11152.55471
2285	11149.70922
2286	11146.54229
2287	11145.75699
2288	11143.60046
2289	11140.76008
2290	11138.71705
2291	11135.83728
2292	11132.34949
2293	11128.19138
2294	11125.37317
2295	11125.02631
2296	11124.15715
2297	11122.08091
2298	11119.98669
2299	11115.82065
2300	11113.70728
2301	11109.61166
2302	11106.4111
2303	11104.79381
2304	11102.20319
2305	11100.18944
2306	11097.85059
2307	11094.51828
2308	11091.32977
2309	11086.11558
2310	11083.43654
2311	11080.65374
2312	11076.88279
2313	11073.57655
2314	11070.15982
2315	11068.14373
2316	11067.72878
2317	11064.12042
2318	11062.39989
2319	11059.15672
2320	11057.34458
2321	11055.75287
2322	11051.94465
2323	11050.94293
2324	11048.88603
2325	11045.05594
2326	11044.81391
2327	11041.66194
2328	11040.85298
2329	11039.93325
2330	11035.67117
2331	11033.67738
2332	11030.42239
2333	11028.92345
2334	11025.38122
2335	11024.07865
2336	11022.14187
2337	11018.14717
2338	11017.21869
2339	11014.11248
2340	11010.55047
2341	11007.93441
2342	11007.48176
2343	11003.42142
2344	11002.12595
2345	10998.57847
2346	10994.37149
2347	10991.96932
2348	10989.42447
2349	10987.9907
2350	10985.79837
2351	10984.74658
2352	10983.94432
2353	10980.81932
2354	10980.37855
2355	10977.40938
2356	10974.4755
2357	10970.36691
2358	10967.2194
2359	10964.0448
2360	10963.34973
2361	10960.77619
2362	10957.91184
2363	10955.03842
2364	10952.51165
2365	10948.24081
2366	10945.32029
2367	10942.40994
2368	10939.13617
2369	10937.18106
2370	10934.2924
2371	10931.67034
2372	10929.14399
2373	10926.16241
2374	10925.26203
2375	10922.68695
2376	10920.14727
2377	10917.59788
2378	10915.29215
2379	10912.62439
2380	10910.30771
2381	10907.23557
2382	10905.25734
2383	10903.2682
2384	10901.44763
2385	10897.63732
2386	10894.73386
2387	10891.08085
2388	10887.1116
2389	10885.65778
2390	10882.28462
2391	10880.1111
2392	10878.26164
2393	10874.26337
2394	10871.76365
2395	10870.2041
2396	10865.22668
2397	10862.93079
2398	10859.62817
2399	10856.05436
2400	10853.49758
2401	10851.80051
2402	10847.56235
2403	10846.99016
2404	10846.45988
2405	10843.70181
2406	10843.47199
2407	10840.69849
2408	10837.46682
2409	10834.64717
2410	10832.27739
2411	10829.9519
2412	10827.34001
2413	10824.94398
2414	10821.28403
2415	10818.81464
2416	10814.79348
2417	10811.30983
2418	10809.0168
2419	10806.22103
2420	10804.53749
2421	10802.1015
2422	10798.49389
2423	10796.90335
2424	10794.68077
2425	10791.93223
2426	10788.69715
2427	10784.41851
2428	10782.22227
2429	10778.54336
2430	10777.85114
2431	10775.30351
2432	10774.36568
2433	10771.47714
2434	10768.02734
2435	10765.66642
2436	10765.48939
2437	10762.74843
2438	10761.78833
2439	10759.67192
2440	10758.42202
2441	10755.74919
2442	10753.93381
2443	10751.58778
2444	10749.23245
2445	10745.75628
2446	10743.02454
2447	10741.05348
2448	10737.31222
2449	10734.02518
2450	10730.25268
2451	10728.00064
2452	10726.347
2453	10725.7045
2454	10720.67888
2455	10718.83042
2456	10715.64871
2457	10713.90513
2458	10710.79694
2459	10708.05904
2460	10705.85594
2461	10702.28904
2462	10699.64009
2463	10695.22405
2464	10692.87915
2465	10689.2111
2466	10687.18908
2467	10683.57253
2468	10680.92714
2469	10678.24046
2470	10676.32913
2471	10672.71233
2472	10671.34663
2473	10669.34873
2474	10665.57227
2475	10661.60723
2476	10659.40055
2477	10657.43461
2478	10657.26271
2479	10654.90626
2480	10654.00854
2481	10651.80848
2482	10648.5244
2483	10646.73639
2484	10644.69551
2485	10640.94821
2486	10638.00762
2487	10635.0855
2488	10632.5414
2489	10629.44576
2490	10627.08502
2491	10626.9148
2492	10626.26839
2493	10625.51976
2494	10622.80165
2495	10621.13757
2496	10619.12641
2497	10616.75036
2498	10614.67366
2499	10612.43796
2500	10610.82784
2501	10607.93448
2502	10606.56327
2503	10606.39157
2504	10604.58273
2505	10602.77165
2506	10601.51884
2507	10598.89164
2508	10596.04688
2509	10592.4435
2510	10590.65875
2511	10587.51373
2512	10583.78042
2513	10579.66513
2514	10577.4855
2515	10574.84864
2516	10573.44688
2517	10571.9558
2518	10569.5086
2519	10568.14274
2520	10565.25627
2521	10563.95897
2522	10562.1324
2523	10558.36739
2524	10556.71027
2525	10554.32946
2526	10551.70373
2527	10551.06917
2528	10548.60232
2529	10546.76215
2530	10546.13432
2531	10543.01244
2532	10540.10929
2533	10539.30519
2534	10536.0895
2535	10533.0435
2536	10528.99766
2537	10525.86356
2538	10523.6505
2539	10520.20213
2540	10518.99059
2541	10516.51413
2542	10515.72928
2543	10512.77365
2544	10510.21463
2545	10506.9352
2546	10504.49082
2547	10503.68615
2548	10501.97838
2549	10499.46197
2550	10496.28112
2551	10493.36088
2552	10492.62962
2553	10489.9786
2554	10488.30041
2555	10486.40236
2556	10484.09466
2557	10481.4736
2558	10479.71102
2559	10478.65511
2560	10477.84065
2561	10475.74456
2562	10471.6368
2563	10471.31075
2564	10468.74645
2565	10466.44007
2566	10462.55296
2567	10459.60474
2568	10458.21712
2569	10455.74549
2570	10454.31184
2571	10452.22039
2572	10450.31165
2573	10448.98439
2574	10445.85007
2575	10443.21061
2576	10441.70045
2577	10439.31496
2578	10435.89502
2579	10433.87647
2580	10431.7452
2581	10428.78305
2582	10428.62244
2583	10426.87743
2584	10423.49228
2585	10421.78223
2586	10420.08016
2587	10417.79642
2588	10415.23323
2589	10413.34147
2590	10410.94536
2591	10408.84019
2592	10408.68221
2593	10407.00811
2594	10405.34785
2595	10403.66154
2596	10401.14624
2597	10399.183
2598	10398.04615
2599	10395.96784
2600	10395.80916
2601	10394.3134
2602	10392.39435
2603	10387.70891
2604	10385.34264
2605	10383.86752
2606	10380.24374
2607	10375.33678
2608	10374.01053
2609	10372.45939
2610	10370.78614
2611	10368.66194
2612	10368.11422
2613	10366.22162
2614	10363.78145
2615	10362.54905
2616	10359.62431
2617	10358.1324
2618	10357.55668
2619	10355.09326
2620	10352.48046
2621	10350.57777
2622	10349.31383
2623	10349.15452
2624	10345.56876
2625	10345.20739
2626	10344.77053
2627	10343.55663
2628	10341.86313
2629	10339.42527
2630	10336.9923
2631	10334.81981
2632	10332.54909
2633	10328.87093
2634	10326.70511
2635	10325.28454
2636	10322.81142
2637	10321.69368
2638	10320.59358
2639	10317.04988
2640	10314.25202
2641	10311.83501
2642	10308.3523
2643	10307.74758
2644	10306.21203
2645	10303.8316
2646	10301.42848
2647	10299.21657
2648	10295.76937
2649	10293.27713
2650	10291.25334
2651	10288.88745
2652	10288.73155
2653	10287.38384
2654	10286.05925
2655	10284.86842
2656	10282.65485
2657	10280.31105
2658	10278.85586
2659	10274.47602
2660	10272.56335
2661	10272.29269
2662	10270.65527
2663	10267.52312
2664	10264.51546
2665	10262.3858
2666	10261.5411
2667	10258.67799
2668	10257.78375
2669	10256.12179
2670	10252.82989
2671	10250.09734
2672	10245.0758
2673	10242.92517
2674	10240.38485
2675	10240.21975
2676	10238.18208
2677	10236.04019
2678	10233.52414
2679	10230.54267
2680	10228.69121
2681	10228.55517
2682	10227.81695
2683	10225.75418
2684	10223.37022
2685	10220.01357
2686	10219.54815
2687	10217.51828
2688	10215.19917
2689	10213.2784
2690	10211.36934
2691	10209.90964
2692	10207.1227
2693	10204.80475
2694	10202.11767
2695	10200.59419
2696	10198.65259
2697	10198.08533
2698	10195.25731
2699	10192.41984
2700	10190.64059
2701	10187.71802
2702	10185.03396
2703	10182.91443
2704	10179.88612
2705	10178.69352
2706	10176.7674
2707	10175.26325
2708	10171.32958
2709	10170.62575
2710	10169.58323
2711	10166.15123
2712	10165.63816
2713	10162.38523
2714	10158.98936
2715	10156.82943
2716	10154.83188
2717	10154.02772
2718	10153.88392
2719	10152.06757
2720	10148.09304
2721	10146.39433
2722	10143.42205
2723	10141.3519
2724	10138.27232
2725	10136.87031
2726	10134.13592
2727	10131.65434
2728	10131.50301
2729	10128.28848
2730	10127.84486
2731	10125.04815
2732	10122.54542
2733	10121.3127
2734	10118.74082
2735	10117.11032
2736	10112.39688
2737	10109.18481
2738	10106.62552
2739	10105.93521
2740	10105.18783
2741	10103.7856
2742	10100.0445
2743	10099.9109
2744	10097.09911
2745	10096.94892
2746	10095.46816
2747	10093.08244
2748	10090.68375
2749	10087.84303
2750	10083.90455
2751	10081.55307
2752	10079.7537
2753	10077.25958
2754	10073.88973
2755	10071.77718
2756	10070.05823
2757	10067.23436
2758	10065.13302
2759	10061.20617
2760	10058.6336
2761	10056.33387
2762	10053.88819
2763	10053.37343
2764	10053.01317
2765	10052.42183
2766	10048.66578
2767	10048.05144
2768	10045.87064
2769	10044.04871
2770	10040.55158
2771	10037.56701
2772	10035.2963
2773	10032.47111
2774	10031.65976
2775	10028.69877
2776	10024.97943
2777	10022.18038
2778	10019.70029
2779	10018.78693
2780	10016.85155
2781	10015.19027
2782	10012.96732
2783	10008.53489
2784	10006.42422
2785	10003.52751
2786	10001.52532
2787	9999.396357
2788	9997.27035
2789	9994.984883
2790	9994.855761
2791	9990.017424
2792	9988.010134
2793	9987.150356
2794	9984.083069
2795	9982.591966
2796	9981.094447
2797	9977.771421
2798	9976.931241
2799	9976.394395
2800	9974.814669
2801	9973.036768
2802	9971.970004
2803	9968.295692
2804	9966.582573
2805	9964.640031
2806	9961.675227
2807	9961.509567
2808	9959.651884
2809	9957.085882
2810	9954.176505
2811	9953.706411
2812	9952.920988
2813	9950.010094
2814	9946.788204
2815	9944.654464
2816	9944.087733
2817	9941.861324
2818	9939.903171
2819	9936.125175
2820	9933.594692
2821	9931.171276
2822	9926.892457
2823	9924.048464
2824	9921.347906
2825	9921.209015
2826	9918.310219
2827	9916.793425
2828	9914.395611
2829	9912.441627
2830	9909.359765
2831	9904.683187
2832	9900.052716
2833	9899.571629
2834	9895.66672
2835	9893.540041
2836	9891.12604
2837	9888.257195
2838	9888.100865
2839	9887.958651
2840	9887.177599
2841	9883.179854
2842	9879.728076
2843	9877.361013
2844	9875.008152
2845	9870.851794
2846	9868.621476
2847	9866.38175
2848	9863.021554
2849	9862.464462
2850	9861.888022
2851	9860.070097
2852	9856.633482
2853	9854.575655
2854	9854.436985
2855	9851.827165
2856	9849.153302
2857	9847.674545
2858	9847.556782
2859	9846.132372
2860	9844.148041
2861	9842.237011
2862	9841.601945
2863	9839.379427
2864	9838.638355
2865	9838.504071
2866	9838.370667
2867	9834.421334
2868	9832.683949
2869	9830.184596
2870	9828.718409
2871	9826.732167
2872	9824.709161
2873	9822.528655
2874	9821.277635
2875	9819.011981
2876	9816.454954
2877	9813.111433
2878	9811.177843
2879	9811.054751
2880	9808.484512
2881	9806.405879
2882	9804.923817
2883	9804.274367
2884	9801.41117
2885	9799.401215
2886	9797.29954
2887	9795.132228
2888	9792.748748
2889	9790.402549
2890	9788.943721
2891	9787.741292
2892	9784.648669
2893	9781.663687
2894	9779.942419
2895	9776.937358
2896	9774.740771
2897	9772.699723
2898	9769.199505
2899	9768.402486
2900	9767.645745
2901	9765.200908
2902	9762.456133
2903	9758.700264
2904	9757.310103
2905	9755.552693
2906	9751.724604
2907	9751.018399
2908	9749.046105
2909	9745.558222
2910	9742.052512
2911	9739.007392
2912	9738.174366
2913	9734.975504
2914	9733.424614
2915	9730.749785
2916	9728.766782
2917	9726.7774
2918	9725.658918
2919	9722.151611
2920	9719.502726
2921	9718.143054
2922	9717.186403
2923	9715.090779
2924	9714.21328
2925	9712.890621
2926	9710.692963
2927	9707.560263
2928	9706.55623
2929	9705.271467
2930	9703.712181
2931	9703.045395
2932	9701.196337
2933	9699.688457
2934	9697.207916
2935	9695.916395
2936	9692.570481
2937	9690.167523
2938	9689.059829
2939	9687.017222
2940	9685.793069
2941	9683.487595
2942	9680.780863
2943	9678.521779
2944	9675.642024
2945	9673.415409
2946	9671.369532
2947	9670.037466
2948	9669.011656
2949	9666.138255
2950	9664.415405
2951	9663.890362
2952	9663.669784
2953	9660.255681
2954	9655.677224
2955	9655.214552
2956	9651.846421
2957	9650.817844
2958	9648.974149
2959	9645.910635
2960	9643.460407
2961	9641.762258
2962	9640.087545
2963	9638.607396
2964	9636.88234
2965	9635.255695
2966	9634.065014
2967	9633.907316
2968	9631.925663
2969	9631.80285
2970	9628.963702
2971	9627.004665
2972	9625.20565
2973	9623.474941
2974	9622.652507
2975	9620.799761
2976	9619.339686
2977	9618.237884
2978	9615.943915
2979	9612.585541
2980	9610.432467
2981	9608.879504
2982	9608.735262
2983	9606.537256
2984	9604.291073
2985	9601.220298
2986	9599.632875
2987	9595.514179
2988	9591.939429
2989	9589.196077
2990	9589.035934
2991	9586.651045
2992	9585.208499
2993	9583.064373
2994	9582.16611
2995	9581.75149
2996	9578.811876
2997	9576.26617
2998	9575.040555
2999	9574.19083
3000	9571.976146
3001	9570.469047
3002	9567.775353
3003	9566.086177
3004	9565.932346
3005	9564.140041
3006	9562.192199
3007	9559.35884
3008	9558.046729
3009	9557.92674
3010	9555.468739
3011	9553.444609
3012	9549.305158
3013	9548.007711
3014	9546.554317
3015	9544.9151
3016	9544.757367
3017	9542.293119
3018	9539.044362
3019	9537.598001
3020	9536.177698
3021	9534.480543
3022	9532.484411
3023	9529.672563
3024	9526.515532
3025	9525.534359
3026	9524.132726
3027	9522.480526
3028	9520.081912
3029	9518.651051
3030	9516.77713
3031	9516.669862
3032	9514.967731
3033	9514.480257
3034	9510.935317
3035	9509.59645
3036	9507.419894
3037	9505.625882
3038	9503.631008
3039	9502.704145
3040	9500.281332
3041	9498.939953
3042	9496.990973
3043	9493.842883
3044	9490.958012
3045	9489.619255
3046	9487.357263
3047	9486.051497
3048	9483.137113
3049	9482.599535
3050	9479.9784
3051	9478.699047
3052	9476.367114
3053	9475.452578
3054	9473.758473
3055	9473.607428
3056	9472.59668
3057	9471.257755
3058	9471.090416
3059	9469.601577
3060	9469.49485
3061	9468.588899
3062	9465.891775
3063	9465.743118
3064	9465.435772
3065	9462.486879
3066	9460.924939
3067	9458.551609
3068	9456.536367
3069	9456.011368
3070	9453.27823
3071	9453.169427
3072	9452.780816
3073	9451.409884
3074	9449.453241
3075	9446.71613
3076	9444.714858
3077	9442.233925
3078	9438.821201
3079	9437.377875
3080	9435.996861
3081	9434.790036
3082	9433.342365
3083	9430.271224
3084	9430.156431
3085	9430.025058
3086	9428.564136
3087	9426.650593
3088	9426.497468
3089	9425.129233
3090	9423.351663
3091	9422.683122
3092	9420.107347
3093	9416.672498
3094	9416.435648
3095	9413.129988
3096	9409.50009
3097	9406.311371
3098	9403.217192
3099	9400.994934
3100	9399.458227
3101	9397.945411
3102	9397.063958
3103	9394.019249
3104	9392.396835
3105	9390.446847
3106	9388.554758
3107	9388.017759
3108	9386.619255
3109	9384.467619
3110	9383.019287
3111	9382.503877
3112	9381.466734
3113	9379.184215
3114	9378.809046
3115	9375.591405
3116	9375.233942
3117	9372.736655
3118	9369.125764
3119	9368.981743
3120	9367.62741
3121	9364.676477
3122	9361.588904
3123	9360.357534
3124	9357.630581
3125	9356.95895
3126	9354.982569
3127	9351.958008
3128	9349.909147
3129	9349.209679
3130	9347.926225
3131	9345.618522
3132	9342.767844
3133	9342.656442
3134	9340.358873
3135	9338.512674
3136	9336.155442
3137	9334.843133
3138	9332.093191
3139	9328.927501
3140	9326.424808
3141	9324.330072
3142	9324.079743
3143	9323.688547
3144	9321.405702
3145	9318.160167
3146	9316.995329
3147	9316.859689
3148	9315.617815
3149	9315.459187
3150	9313.438305
3151	9311.49838
3152	9311.394895
3153	9309.0677
3154	9306.557686
3155	9305.133647
3156	9302.575961
3157	9301.674995
3158	9300.632142
3159	9299.350219
3160	9297.255569
3161	9293.21331
3162	9293.067061
3163	9290.951746
3164	9290.69161
3165	9289.909665
3166	9288.210152
3167	9286.555121
3168	9284.820186
3169	9284.300879
3170	9283.890962
3171	9282.339416
3172	9281.666954
3173	9278.480866
3174	9278.342069
3175	9278.234893
3176	9276.543926
3177	9273.379831
3178	9271.572274
3179	9270.090283
3180	9268.350021
3181	9268.20665
3182	9266.551488
3183	9264.905786
3184	9263.219129
3185	9262.00223
3186	9261.201927
3187	9258.874406
3188	9256.409306
3189	9254.008318
3190	9252.078568
3191	9249.194879
3192	9247.887209
3193	9247.294043
3194	9246.935435
3195	9246.636517
3196	9242.745194
3197	9242.171699
3198	9241.028888
3199	9240.340976
3200	9238.190656
3201	9238.055337
3202	9235.609264
3203	9234.538449
3204	9232.581436
3205	9231.450511
3206	9229.604858
3207	9227.600053
3208	9227.189989
3209	9225.934213
3210	9224.531028
3211	9221.877795
3212	9220.561758
3213	9217.866148
3214	9215.335711
3215	9214.688488
3216	9212.151436
3217	9210.335902
3218	9207.519153
3219	9204.74504
3220	9204.15767
