iter	RMSE
553	20634.21306
554	20617.90427
555	20605.76312
556	20594.44281
557	20576.85202
558	20563.6024
559	20548.64241
560	20536.08841
561	20519.96239
562	20510.011
563	20491.48244
564	20476.27575
565	20458.24981
566	20445.33083
567	20433.92115
568	20421.15191
569	20400.99678
570	20386.03883
571	20373.88456
572	20359.98588
573	20349.32996
574	20335.45915
575	20317.94452
576	20304.87371
577	20298.46224
578	20284.15241
579	20265.2553
580	20249.05326
581	20239.48951
582	20228.32499
583	20214.70072
584	20200.75388
585	20188.91807
586	20169.50296
587	20151.31432
588	20136.08746
589	20119.38002
590	20108.93468
591	20101.37168
592	20085.84136
593	20071.96457
594	20060.41929
595	20048.07677
596	20032.83115
597	20022.68389
598	20009.27021
599	19997.98806
600	19988.93319
601	19977.66027
602	19964.36446
603	19954.20869
604	19941.39963
605	19926.77306
606	19915.80269
607	19897.96928
608	19883.7261
609	19870.80354
610	19858.58054
611	19847.67014
612	19831.97339
613	19821.34142
614	19802.76421
615	19788.84657
616	19777.00422
617	19764.88842
618	19750.19284
619	19744.61096
620	19733.90734
621	19721.60584
622	19708.63394
623	19698.89206
624	19686.37021
625	19674.60434
626	19663.32297
627	19647.92592
628	19632.58791
629	19620.59719
630	19609.98495
631	19595.12188
632	19577.4207
633	19561.75581
634	19553.71742
635	19540.59228
636	19523.87437
637	19510.91301
638	19499.01812
639	19488.73717
640	19473.91716
641	19467.03834
642	19455.12981
643	19445.22249
644	19437.73367
645	19426.89218
646	19411.60708
647	19396.35933
648	19383.48945
649	19371.05832
650	19361.83061
651	19352.05542
652	19339.35172
653	19328.33506
654	19317.19091
655	19303.00674
656	19294.21284
657	19287.2628
658	19270.75951
659	19260.49071
660	19250.27997
661	19238.48546
662	19227.81878
663	19216.54625
664	19207.31315
665	19196.58523
666	19185.89936
667	19180.09106
668	19170.46534
669	19158.40974
670	19150.20684
671	19137.31301
672	19132.60813
673	19126.9882
674	19113.83316
675	19101.32783
676	19091.68842
677	19083.59235
678	19074.39009
679	19065.10294
680	19053.27536
681	19037.98296
682	19022.91513
683	19009.80176
684	18998.18437
685	18986.95092
686	18972.91632
687	18964.73154
688	18950.06535
689	18935.52657
690	18921.01038
691	18909.67617
692	18897.77294
693	18885.21642
694	18875.77197
695	18864.86338
696	18853.58703
697	18840.8469
698	18826.32751
699	18816.51867
700	18806.87683
701	18793.88751
702	18781.76309
703	18769.99491
704	18761.67129
705	18751.1145
706	18741.19576
707	18731.22073
708	18721.21868
709	18711.99188
710	18698.70234
711	18686.36797
712	18673.47979
713	18664.29507
714	18651.58594
715	18645.77704
716	18636.23406
717	18627.4213
718	18617.04824
719	18609.82064
720	18601.48997
721	18591.54861
722	18579.49372
723	18571.32856
724	18559.82017
725	18551.88949
726	18540.20964
727	18528.01604
728	18513.35479
729	18505.51566
730	18492.50954
731	18480.76276
732	18471.59203
733	18465.97554
734	18456.16866
735	18449.78852
736	18440.71697
737	18431.6646
738	18425.78635
739	18418.18233
740	18407.24159
741	18396.95279
742	18392.033
743	18378.39313
744	18371.43268
745	18358.27113
746	18348.08062
747	18339.04542
748	18329.04183
749	18322.42779
750	18308.76898
751	18299.6092
752	18289.90638
753	18283.36002
754	18273.40189
755	18263.94623
756	18254.65488
757	18245.31533
758	18237.88273
759	18228.19981
760	18221.20508
761	18208.47517
762	18202.08009
763	18189.32104
764	18178.23744
765	18170.94019
766	18159.60846
767	18150.30902
768	18142.02378
769	18133.98129
770	18127.04267
771	18121.13158
772	18113.60747
773	18102.45042
774	18092.81979
775	18083.88
776	18077.08826
777	18065.41332
778	18054.71981
779	18048.62347
780	18036.87737
781	18024.71755
782	18016.53178
783	18011.37176
784	18001.80759
785	17992.30184
786	17984.55657
787	17978.36627
788	17969.17846
789	17963.54046
790	17953.5937
791	17945.54951
792	17933.33114
793	17923.24924
794	17916.67231
795	17909.89636
796	17901.28824
797	17895.75604
798	17889.2272
799	17877.31418
800	17871.19094
801	17861.52744
802	17856.23406
803	17847.35771
804	17837.18982
805	17828.49374
806	17818.24253
807	17811.23646
808	17807.42508
809	17802.26378
810	17794.97679
811	17786.99416
812	17782.22855
813	17777.88625
814	17773.77635
815	17768.86985
816	17757.76603
817	17749.86274
818	17740.07264
819	17733.94536
820	17726.57658
821	17718.76189
822	17713.67805
823	17708.41285
824	17703.64646
825	17697.66228
826	17688.51922
827	17683.53193
828	17676.97365
829	17670.04289
830	17664.89967
831	17656.20998
832	17647.09736
833	17638.86177
834	17628.52505
835	17625.15489
836	17616.8949
837	17612.00911
838	17605.35304
839	17596.98909
840	17592.6158
841	17584.87755
842	17576.27811
843	17565.95817
844	17559.9401
845	17554.33863
846	17548.37899
847	17536.64467
848	17527.44773
849	17522.18017
850	17515.87764
851	17510.65623
852	17505.93826
853	17502.21047
854	17492.56681
855	17483.47902
856	17475.40384
857	17467.22254
858	17462.83177
859	17458.04685
860	17451.24899
861	17444.97024
862	17436.17057
863	17425.33214
864	17421.54722
865	17414.51027
866	17403.89006
867	17394.72746
868	17385.39178
869	17378.05162
870	17374.87035
871	17368.81521
872	17360.17364
873	17352.86406
874	17348.84223
875	17337.48323
876	17331.3668
877	17324.38922
878	17314.55311
879	17309.51827
880	17301.14531
881	17294.77544
882	17285.43942
883	17276.45754
884	17266.84713
885	17255.40017
886	17249.11653
887	17244.35952
888	17240.13397
889	17234.04034
890	17225.35513
891	17217.22666
892	17204.99358
893	17196.89983
894	17188.25224
895	17182.42198
896	17176.59587
897	17171.2967
898	17161.85796
899	17158.41375
900	17149.55308
901	17143.60001
902	17135.40845
903	17132.00881
904	17123.87221
905	17112.94307
906	17106.06841
907	17092.47879
908	17090.25689
909	17084.27343
910	17074.49027
911	17071.84261
912	17061.71271
913	17054.0363
914	17046.91603
915	17039.04707
916	17030.62783
917	17023.44567
918	17016.18866
919	17012.49144
920	17008.4234
921	16997.97639
922	16987.22309
923	16975.60502
924	16967.97932
925	16962.44227
926	16955.86847
927	16949.70543
928	16946.13763
929	16942.58354
930	16936.13472
931	16926.63209
932	16918.93662
933	16915.87327
934	16907.14008
935	16899.58975
936	16891.02502
937	16888.16669
938	16876.94019
939	16866.68449
940	16858.77608
941	16855.02137
942	16849.50886
943	16841.67645
944	16835.21801
945	16825.05385
946	16816.09416
947	16806.03388
948	16797.0764
949	16791.49387
950	16788.74609
951	16778.79882
952	16774.38594
953	16767.03828
954	16758.95146
955	16755.96739
956	16748.80782
957	16744.84131
958	16741.13856
959	16737.93614
960	16729.40544
961	16720.23573
962	16711.06016
963	16701.33058
964	16693.99985
965	16684.89505
966	16674.97922
967	16669.44264
968	16663.0366
969	16657.242
970	16650.95028
971	16641.09412
972	16633.16788
973	16629.55855
974	16625.9421
975	16617.31979
976	16609.40228
977	16601.97913
978	16598.07628
979	16589.837
980	16582.60892
981	16575.86387
982	16568.81713
983	16560.89492
984	16555.13786
985	16549.66299
986	16541.62223
987	16538.59148
988	16532.68559
989	16525.31583
990	16517.61684
991	16509.88484
992	16502.64157
993	16500.56179
994	16497.3247
995	16489.14585
996	16481.46809
997	16478.6088
998	16471.73773
999	16466.84685
1000	16458.68028
1001	16452.29737
1002	16447.12653
1003	16443.25918
1004	16435.64659
1005	16430.07593
1006	16426.8151
1007	16422.25545
1008	16414.82286
1009	16408.77384
1010	16399.73099
1011	16393.1357
1012	16385.31654
1013	16382.79765
1014	16380.43216
1015	16375.02401
1016	16364.21762
1017	16358.07932
1018	16353.13665
1019	16346.84222
1020	16342.94358
1021	16334.2861
1022	16328.75385
1023	16322.02105
1024	16318.42085
1025	16309.61915
1026	16303.55344
1027	16298.52879
1028	16291.7922
1029	16289.79997
1030	16282.22161
1031	16277.1882
1032	16272.28864
1033	16265.74372
1034	16263.35485
1035	16261.11003
1036	16253.97684
1037	16247.95523
1038	16243.75604
1039	16236.39806
1040	16234.18448
1041	16229.45905
1042	16222.32578
1043	16218.61902
1044	16213.37293
1045	16208.43487
1046	16200.95786
1047	16195.12134
1048	16193.31088
1049	16187.13709
1050	16180.91536
1051	16174.75013
1052	16167.03262
1053	16160.67338
1054	16158.89772
1055	16154.91736
1056	16149.38074
1057	16145.14721
1058	16140.47876
1059	16138.3793
1060	16128.73814
1061	16126.2477
1062	16122.35384
1063	16120.15697
1064	16115.68024
1065	16111.82113
1066	16110.18197
1067	16105.52265
1068	16098.72341
1069	16094.26637
1070	16086.39929
1071	16084.38148
1072	16076.27495
1073	16073.3899
1074	16070.27345
1075	16068.61914
1076	16065.24481
1077	16060.69672
1078	16059.05892
1079	16050.67997
1080	16044.61366
1081	16042.85623
1082	16035.27063
1083	16029.7951
1084	16024.60061
1085	16018.00653
1086	16016.27585
1087	16008.39181
1088	15999.7123
1089	15997.2442
1090	15989.4125
1091	15981.90613
1092	15977.42529
1093	15971.50505
1094	15963.7311
1095	15961.78732
1096	15960.22975
1097	15954.84386
1098	15949.31098
1099	15947.42631
1100	15945.11295
1101	15938.23487
1102	15933.57945
1103	15926.59895
1104	15919.91492
1105	15912.63033
1106	15908.32293
1107	15904.01709
1108	15895.96392
1109	15889.72591
1110	15882.72381
1111	15875.17074
1112	15869.03918
1113	15863.57977
1114	15856.17323
1115	15851.37944
1116	15844.68782
1117	15836.82057
1118	15828.89851
1119	15823.20156
1120	15816.99148
1121	15810.06131
1122	15805.29885
1123	15802.20218
1124	15797.64767
1125	15792.04921
1126	15785.16802
1127	15781.57295
1128	15773.35953
1129	15767.04097
1130	15765.52485
1131	15761.36872
1132	15754.33449
1133	15746.89541
1134	15742.80208
1135	15738.21222
1136	15733.3691
1137	15731.61405
1138	15725.26777
1139	15721.16087
1140	15717.0174
1141	15713.00792
1142	15708.42154
1143	15699.03844
1144	15691.86656
1145	15684.15503
1146	15677.26824
1147	15671.49202
1148	15667.7266
1149	15662.09998
1150	15655.36797
1151	15649.4187
1152	15645.6324
1153	15638.65283
1154	15630.36974
1155	15625.51037
1156	15616.24965
1157	15609.25991
1158	15602.19471
1159	15598.23103
1160	15595.18594
1161	15588.73987
1162	15581.64683
1163	15573.15718
1164	15566.06459
1165	15559.40137
1166	15553.46489
1167	15544.59862
1168	15543.30949
1169	15536.567
1170	15531.51095
1171	15528.01239
1172	15522.06439
1173	15516.32784
1174	15510.91907
1175	15505.14839
1176	15499.71864
1177	15494.69018
1178	15486.42014
1179	15480.55291
1180	15473.16561
1181	15467.293
1182	15462.97487
1183	15455.98627
1184	15451.69999
1185	15446.77054
1186	15440.50943
1187	15436.14761
1188	15430.78922
1189	15422.55535
1190	15417.14943
1191	15414.52276
1192	15410.80655
1193	15405.16463
1194	15398.81965
1195	15392.8457
1196	15388.37172
1197	15381.81755
1198	15374.48177
1199	15368.35656
1200	15364.83967
1201	15358.67081
1202	15350.87245
1203	15344.82839
1204	15339.77947
1205	15333.84387
1206	15327.13502
1207	15318.58903
1208	15312.11704
1209	15305.37033
1210	15298.74212
1211	15293.82763
1212	15285.05208
1213	15278.7383
1214	15269.44508
1215	15262.60161
1216	15257.21534
1217	15251.24622
1218	15246.56132
1219	15238.32289
1220	15229.59838
1221	15223.95537
1222	15216.77659
1223	15210.35203
1224	15205.85872
1225	15199.36521
1226	15193.014
1227	15188.20591
1228	15184.01181
1229	15176.42695
1230	15170.62591
1231	15165.91802
1232	15160.53923
1233	15153.97397
1234	15148.30875
1235	15142.05214
1236	15134.96338
1237	15126.16017
1238	15120.86375
1239	15117.42509
1240	15111.72071
1241	15105.2009
1242	15099.73538
1243	15092.07167
1244	15085.59919
1245	15080.24419
1246	15072.86478
1247	15066.09728
1248	15060.37708
1249	15056.19865
1250	15052.23377
1251	15047.25244
1252	15042.42689
1253	15036.71034
1254	15030.44678
1255	15023.75827
1256	15016.00579
1257	15011.697
1258	15003.68887
1259	14996.91998
1260	14990.36545
1261	14983.56097
1262	14978.92835
1263	14972.67889
1264	14968.57944
1265	14964.04831
1266	14959.8927
1267	14955.97399
1268	14952.21761
1269	14946.4676
1270	14940.7685
1271	14935.33835
1272	14928.97232
1273	14923.38761
1274	14916.2064
1275	14912.06167
1276	14907.18506
1277	14901.87453
1278	14896.59156
1279	14890.20132
1280	14883.53401
1281	14877.36026
1282	14870.64878
1283	14865.28611
1284	14859.46001
1285	14853.29406
1286	14848.14597
1287	14843.02168
1288	14837.8563
1289	14832.36861
1290	14825.80249
1291	14823.44562
1292	14819.72506
1293	14813.46491
1294	14808.50852
1295	14802.50136
1296	14797.56445
1297	14792.75255
1298	14786.21283
1299	14779.74824
1300	14772.54569
1301	14767.83858
1302	14764.65948
1303	14759.72327
1304	14754.81541
1305	14750.48684
1306	14744.44464
1307	14737.75028
1308	14731.84783
1309	14725.67249
1310	14720.19934
1311	14717.7582
1312	14708.76149
1313	14703.78719
1314	14697.36251
1315	14692.35178
1316	14686.82189
1317	14681.77515
1318	14677.12035
1319	14670.87913
1320	14665.83278
1321	14660.5694
1322	14654.45998
1323	14649.60401
1324	14644.25284
1325	14637.99852
1326	14635.74071
1327	14630.35113
1328	14624.3771
1329	14618.44401
1330	14614.72107
1331	14609.92024
1332	14607.27163
1333	14602.63249
1334	14600.37424
1335	14594.91248
1336	14588.19541
1337	14581.81529
1338	14577.88574
1339	14572.20404
1340	14564.77637
1341	14562.5513
1342	14558.58961
1343	14557.73332
1344	14550.42048
1345	14545.03993
1346	14542.87797
1347	14541.81186
1348	14537.46592
1349	14533.88
1350	14528.20693
1351	14523.55416
1352	14518.00986
1353	14512.03084
1354	14508.66822
1355	14505.92529
1356	14501.59366
1357	14496.47863
1358	14493.1134
1359	14492.06656
1360	14487.45308
1361	14482.57066
1362	14476.97144
1363	14471.42508
1364	14468.4296
1365	14465.57559
1366	14461.59627
1367	14457.06403
1368	14453.5582
1369	14449.89304
1370	14447.62293
1371	14441.41377
1372	14436.08861
1373	14429.92532
1374	14425.30569
1375	14424.54351
1376	14417.82769
1377	14411.59517
1378	14406.55125
1379	14400.1595
1380	14394.428
1381	14393.41103
1382	14386.87882
1383	14385.42644
1384	14381.33258
1385	14375.37857
1386	14371.29367
1387	14366.47694
1388	14364.21962
1389	14360.08592
1390	14355.50053
1391	14349.86648
1392	14344.34802
1393	14337.00583
1394	14334.26041
1395	14328.55161
1396	14323.60778
1397	14318.21126
1398	14315.00201
1399	14310.55801
1400	14306.85896
1401	14300.50426
1402	14294.96373
1403	14291.56692
1404	14287.18011
1405	14283.81816
1406	14281.55531
1407	14276.80669
1408	14274.63371
1409	14269.72499
1410	14262.97507
1411	14258.68698
1412	14251.39752
1413	14248.76028
1414	14243.29764
1415	14237.05259
1416	14232.84278
1417	14228.88489
1418	14228.17382
1419	14223.71039
1420	14219.06418
1421	14209.80402
1422	14206.03348
1423	14201.51608
1424	14195.5654
1425	14191.17958
1426	14185.23365
1427	14178.66875
1428	14172.86742
1429	14167.83494
1430	14164.84327
1431	14159.42679
1432	14154.36028
1433	14151.4602
1434	14146.28015
1435	14140.68928
1436	14137.73019
1437	14133.38299
1438	14127.88783
1439	14120.50037
1440	14117.43277
1441	14112.20965
1442	14107.93096
1443	14104.20426
1444	14100.31465
1445	14094.17283
1446	14093.45901
1447	14086.55175
1448	14078.71963
1449	14071.68343
1450	14064.76402
1451	14059.41304
1452	14054.56543
1453	14048.8399
1454	14042.97375
1455	14039.40554
1456	14032.44022
1457	14029.38299
1458	14024.71024
1459	14019.58165
1460	14014.64091
1461	14010.53955
1462	14004.68468
1463	13998.95629
1464	13994.75607
1465	13992.50261
1466	13988.46049
1467	13983.22163
1468	13979.25616
1469	13973.99611
1470	13971.05571
1471	13966.81927
1472	13963.0378
1473	13959.63029
1474	13955.75882
1475	13949.39343
1476	13945.55014
1477	13941.2055
1478	13932.3786
1479	13927.97095
1480	13923.03101
1481	13920.43567
1482	13916.99589
1483	13913.07452
1484	13908.00263
1485	13903.20703
1486	13897.40422
1487	13891.66741
1488	13890.99466
1489	13886.47386
1490	13883.30876
1491	13878.38571
1492	13875.81542
1493	13870.37574
1494	13866.69524
1495	13865.98564
1496	13859.22324
1497	13853.19502
1498	13849.3986
1499	13844.75812
1500	13842.1079
1501	13836.35824
1502	13832.06391
1503	13829.11162
1504	13825.36439
1505	13822.15291
1506	13817.86832
1507	13812.60337
1508	13808.34079
1509	13805.60325
1510	13802.67695
1511	13798.73945
1512	13794.74069
1513	13789.82854
1514	13785.87198
1515	13782.1304
1516	13778.57088
1517	13774.92342
1518	13770.28548
1519	13767.3583
1520	13763.27217
1521	13759.53623
1522	13755.24662
1523	13750.07104
1524	13744.8953
1525	13740.48062
1526	13738.17163
1527	13736.25157
1528	13732.75656
1529	13728.86632
1530	13724.88747
1531	13717.67219
1532	13711.87037
1533	13707.74703
1534	13702.66405
1535	13698.08164
1536	13693.00602
1537	13688.87521
1538	13682.40962
1539	13678.95587
1540	13674.765
1541	13670.76048
1542	13666.60105
1543	13660.89131
1544	13655.54118
1545	13652.25498
1546	13648.28277
1547	13640.94461
1548	13635.89197
1549	13630.32749
1550	13626.22829
1551	13623.63559
1552	13615.43337
1553	13612.34165
1554	13607.52796
1555	13603.82219
1556	13596.62177
1557	13592.8328
1558	13588.66353
1559	13584.48392
1560	13577.57311
1561	13570.48587
1562	13568.40367
1563	13564.90873
1564	13560.79477
1565	13555.94718
1566	13551.21326
1567	13548.64095
1568	13542.06946
1569	13533.90928
1570	13528.72666
1571	13524.68053
1572	13521.12342
1573	13516.75866
1574	13514.20519
1575	13509.85601
1576	13505.07615
1577	13498.36516
1578	13494.65413
1579	13488.64361
1580	13483.92248
1581	13480.68329
1582	13474.52023
1583	13468.97247
1584	13462.15269
1585	13458.4164
1586	13456.51096
1587	13453.61544
1588	13449.79805
1589	13445.54698
1590	13440.67743
1591	13436.42294
1592	13432.53222
1593	13428.86018
1594	13422.79666
1595	13419.51314
1596	13415.72684
1597	13413.20531
1598	13410.82078
1599	13408.5095
1600	13402.11152
1601	13395.75302
1602	13391.56827
1603	13388.78437
1604	13384.07885
1605	13378.53695
1606	13373.65709
1607	13370.22695
1608	13367.5189
1609	13365.28803
1610	13362.03612
1611	13357.51568
1612	13355.06425
1613	13350.14447
1614	13347.47106
1615	13344.53824
1616	13341.61665
1617	13336.8892
1618	13331.91895
1619	13326.36975
1620	13323.71671
1621	13318.68468
1622	13315.90602
1623	13312.10522
1624	13307.11962
1625	13304.27857
1626	13300.87663
1627	13297.72645
1628	13294.55357
1629	13292.03869
1630	13290.75531
1631	13287.81118
1632	13282.90836
1633	13277.49904
1634	13275.18072
1635	13271.66211
1636	13268.91901
1637	13265.32691
1638	13259.86878
1639	13256.1531
1640	13251.96009
1641	13250.12285
1642	13245.22714
1643	13240.28806
1644	13236.91821
1645	13234.43549
1646	13228.64996
1647	13224.16005
1648	13221.71573
1649	13215.8756
1650	13211.0159
1651	13204.97978
1652	13202.35327
1653	13199.69907
1654	13196.87426
1655	13193.30586
1656	13191.53169
1657	13188.0904
1658	13182.63592
1659	13179.54317
1660	13176.13772
1661	13171.80431
1662	13168.52876
1663	13165.18071
1664	13163.70929
1665	13159.02013
